cd_cvm,name,group,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,diagnostic_prev,diagnostic_curr
017892,Santos Brasil Participações S.A.,dropped_or_delisted,2023,2024,0.8663,5564,7757,font_heading,font_heading
017914,Massa Falida da MMX Mineração e Metálicos S.A.,dropped_or_delisted,2015,2016,0.0338,1008,296,font_heading,font_heading
017914,Massa Falida da MMX Mineração e Metálicos S.A.,dropped_or_delisted,2016,2018,0.3919,296,355,font_heading,font_heading
017914,Massa Falida da MMX Mineração e Metálicos S.A.,dropped_or_delisted,2018,2019,0.1212,355,45386,font_heading,font_heading
017914,Massa Falida da MMX Mineração e Metálicos S.A.,dropped_or_delisted,2019,2020,0.4338,45386,1405,font_heading,regex_only
017973,COGNA ON,stayed,2015,2016,0.8392,4975,3968,font_heading,font_heading
017973,COGNA ON,stayed,2016,2017,0.9773,3968,3638,font_heading,font_heading
017973,COGNA ON,stayed,2017,2018,0.4502,3638,4416,font_heading,font_heading
017973,COGNA ON,stayed,2018,2019,0.1491,4416,2791,font_heading,regex_only
017973,COGNA ON,stayed,2019,2020,0.2477,2791,2263,regex_only,regex_only
017973,COGNA ON,stayed,2020,2021,0.1411,2263,7109,regex_only,regex_only
017973,COGNA ON,stayed,2021,2022,0.164,7109,1844,regex_only,regex_only
017973,COGNA ON,stayed,2022,2023,0.1618,1844,6288,regex_only,regex_only
017973,COGNA ON,stayed,2023,2024,0.2334,6288,7370,regex_only,font_heading
018376,ISA ENERGIA,stayed,2015,2016,0.9762,11348,12544,font_heading,font_heading
018376,ISA ENERGIA,stayed,2016,2017,0.8812,12544,19250,font_heading,font_heading
018376,ISA ENERGIA,stayed,2017,2018,0.7116,19250,15529,font_heading,font_heading
018376,ISA ENERGIA,stayed,2018,2019,0.1163,15529,13122,font_heading,regex_only
018376,ISA ENERGIA,stayed,2019,2020,0.0245,13122,101,regex_only,font_heading
018376,ISA ENERGIA,stayed,2020,2021,0.0921,101,17697,font_heading,font_heading
018376,ISA ENERGIA,stayed,2021,2022,0.0635,17697,137,font_heading,font_heading
018376,ISA ENERGIA,stayed,2022,2023,0.0409,137,8302,font_heading,regex_only
018376,ISA ENERGIA,stayed,2023,2024,0.0409,8302,137,regex_only,font_heading
018465,ULTRAPAR,stayed,2015,2016,0.9473,16113,18070,font_heading,font_heading
018465,ULTRAPAR,stayed,2016,2017,0.925,18070,21145,font_heading,font_heading
018465,ULTRAPAR,stayed,2017,2018,0.9207,21145,22697,font_heading,font_heading
018465,ULTRAPAR,stayed,2018,2019,0.3152,22697,7980,font_heading,regex_only
018465,ULTRAPAR,stayed,2019,2020,0.2094,7980,7765,regex_only,font_heading
018465,ULTRAPAR,stayed,2020,2022,0.707,7765,15272,font_heading,font_heading
018465,ULTRAPAR,stayed,2022,2023,0.5077,15272,3756,font_heading,font_heading
018465,ULTRAPAR,stayed,2023,2024,0.2805,3756,1063,font_heading,font_heading
018627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2015,2016,0.7814,29849,36790,regex_only,regex_only
018627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2016,2017,0.8124,36790,18979,regex_only,regex_only
018627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2017,2018,0.3699,18979,9747,regex_only,regex_only
018627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2018,2019,0.392,9747,12165,regex_only,regex_only
018627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2019,2020,0.8212,12165,14409,regex_only,regex_only
018627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2020,2021,0.1299,14409,19434,regex_only,font_heading
018627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2021,2022,0.9868,19434,20248,font_heading,font_heading
018627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2022,2023,0.9923,20248,19989,font_heading,font_heading
018627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2023,2024,0.8452,19989,16772,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2015,2016,0.9124,4678,4904,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2016,2017,0.4947,4904,19138,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2017,2018,0.5767,19138,10117,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2018,2019,0.9015,10117,7733,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2019,2020,0.927,7733,7737,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2020,2021,0.5958,7737,1691,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2021,2022,0.6389,1691,9052,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2022,2023,0.9726,9052,8482,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2023,2024,0.4554,8482,4118,font_heading,font_heading
018724,BRADESPAR,stayed,2015,2016,0.4702,11722,43152,regex_only,font_heading
018724,BRADESPAR,stayed,2016,2017,0.9152,43152,58200,font_heading,font_heading
018724,BRADESPAR,stayed,2017,2018,0.8307,58200,63961,font_heading,font_heading
018724,BRADESPAR,stayed,2018,2019,0.4,63961,2393,font_heading,font_heading
018724,BRADESPAR,stayed,2019,2020,0.8759,2393,2468,font_heading,font_heading
018724,BRADESPAR,stayed,2020,2021,0.1162,2468,24268,font_heading,regex_only
018821,MOTIVA SA,stayed,2015,2016,0.9298,9423,13449,font_heading,font_heading
018821,MOTIVA SA,stayed,2016,2017,0.9204,13449,11710,font_heading,font_heading
018821,MOTIVA SA,stayed,2017,2018,0.9447,11710,9348,font_heading,font_heading
018821,MOTIVA SA,stayed,2018,2019,0.3003,9348,4644,font_heading,font_heading
018821,MOTIVA SA,stayed,2019,2020,0.5728,4644,31458,font_heading,font_heading
018821,MOTIVA SA,stayed,2020,2021,0.8276,31458,54787,font_heading,font_heading
018821,MOTIVA SA,stayed,2021,2022,0.6759,54787,13867,font_heading,font_heading
018821,MOTIVA SA,stayed,2022,2023,0.939,13867,12155,font_heading,font_heading
018821,MOTIVA SA,stayed,2023,2024,0.0574,12155,2349,font_heading,regex_only
019445,COPASA,stayed,2015,2016,0.8357,16283,10847,font_heading,font_heading
019445,COPASA,stayed,2016,2017,0.7504,10847,8160,font_heading,font_heading
019445,COPASA,stayed,2017,2018,0.791,8160,11609,font_heading,font_heading
019445,COPASA,stayed,2018,2019,0.128,11609,2137,font_heading,font_heading
019445,COPASA,stayed,2019,2020,0.9377,2137,1778,font_heading,font_heading
019445,COPASA,stayed,2020,2021,0.1754,1778,11512,font_heading,font_heading
019445,COPASA,stayed,2021,2022,0.8162,11512,8878,font_heading,font_heading
019445,COPASA,stayed,2022,2023,0.2128,8878,1971,font_heading,font_heading
019445,COPASA,stayed,2023,2024,0.1879,1971,9557,font_heading,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2015,2016,0.9329,15235,14580,font_heading,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2016,2017,0.482,14580,25398,font_heading,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2017,2018,0.8879,25398,30686,font_heading,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2018,2019,0.9842,30686,36829,font_heading,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2019,2020,0.3809,36829,8710,font_heading,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2020,2021,0.3318,8710,23998,font_heading,regex_only
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2021,2022,0.2191,23998,13937,regex_only,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2022,2023,0.7688,13937,9155,font_heading,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2023,2024,0.3764,9155,10653,font_heading,font_heading
019550,NATURA,stayed,2015,2016,0.4103,9237,5875,font_heading,regex_only
019550,NATURA,stayed,2016,2017,0.4155,5875,15583,regex_only,font_heading
019550,NATURA,stayed,2017,2018,0.0904,15583,357,font_heading,font_heading
019550,NATURA,stayed,2018,2019,0.1401,357,128,font_heading,font_heading
019550,NATURA,stayed,2019,2020,1.0,128,189,font_heading,font_heading
019550,NATURA,stayed,2020,2021,1.0,189,177,font_heading,font_heading
019550,NATURA,stayed,2021,2022,1.0,177,177,font_heading,font_heading
019550,NATURA,stayed,2022,2024,1.0,177,171,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2015,2016,0.8184,12418,6087,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2016,2017,0.8744,6087,15564,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2017,2018,0.8767,15564,15388,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2018,2019,0.7721,15388,13222,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2019,2020,0.6834,13222,17146,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2020,2021,0.843,17146,14631,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2021,2022,0.8924,14631,15643,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2022,2023,0.1755,15643,868,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2023,2024,0.0259,868,382,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2015,2016,0.9359,14621,15689,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2016,2017,0.5718,15689,7299,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2017,2018,0.7454,7299,4634,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2018,2019,0.8994,4634,3530,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2019,2020,0.9084,3530,5414,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2020,2021,0.7251,5414,9547,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2021,2022,0.8289,9547,5936,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2022,2023,0.4304,5936,1547,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2023,2024,0.2539,1547,10077,font_heading,font_heading
019739,LOCALIZA,stayed,2015,2016,0.1449,23783,830,regex_only,font_heading
019739,LOCALIZA,stayed,2016,2017,0.8097,830,439,font_heading,font_heading
019739,LOCALIZA,stayed,2017,2018,0.6085,439,1012,font_heading,font_heading
019739,LOCALIZA,stayed,2018,2019,0.9875,1012,1108,font_heading,font_heading
019739,LOCALIZA,stayed,2019,2020,0.7844,1108,10470,font_heading,font_heading
019739,LOCALIZA,stayed,2020,2021,0.9816,10470,11718,font_heading,font_heading
019739,LOCALIZA,stayed,2021,2022,0.7651,11718,22520,font_heading,font_heading
019739,LOCALIZA,stayed,2022,2023,0.9444,22520,24362,font_heading,font_heading
019739,LOCALIZA,stayed,2023,2024,0.9533,24362,27006,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2015,2016,0.9217,687,707,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2016,2017,0.9866,707,709,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2017,2018,0.0035,709,904,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2018,2019,0.0035,904,776,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2019,2020,1.0,776,756,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2020,2021,0.9374,756,872,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2021,2022,1.0,872,790,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2022,2023,0.9374,790,765,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2023,2024,0.9241,765,643,font_heading,font_heading
019836,COSAN,stayed,2015,2016,0.4037,43724,11221,font_heading,font_heading
019836,COSAN,stayed,2016,2017,0.1314,11221,2447,font_heading,font_heading
019836,COSAN,stayed,2017,2018,0.0388,2447,4903,font_heading,font_heading
019836,COSAN,stayed,2018,2019,0.8055,4903,4560,font_heading,font_heading
019836,COSAN,stayed,2019,2020,0.6413,4560,10620,font_heading,font_heading
019836,COSAN,stayed,2020,2021,0.7974,10620,12354,font_heading,font_heading
019836,COSAN,stayed,2021,2022,0.7305,12354,10560,font_heading,font_heading
019836,COSAN,stayed,2022,2023,0.5765,10560,15390,font_heading,font_heading
019836,COSAN,stayed,2023,2024,0.1241,15390,1530,font_heading,font_heading
019879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2017,2018,0.3836,14242,30379,regex_only,font_heading
019879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2018,2019,0.9943,30379,27401,font_heading,font_heading
019879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2019,2021,0.9637,27401,2874,font_heading,font_heading
019879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2021,2022,0.9177,2874,16761,font_heading,font_heading
019879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2022,2023,0.8953,16761,7503,font_heading,font_heading
019879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2023,2024,0.7616,7503,16450,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2015,2016,0.1126,168,137,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2016,2017,0.1126,137,168,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2017,2019,0.0436,168,991,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2019,2020,0.3758,991,1505,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2020,2021,0.1412,1505,5319,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2021,2022,0.8106,5319,5606,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2022,2023,0.8162,5606,4244,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2023,2024,0.3252,4244,6967,font_heading,font_heading
019925,BR Properties S.A.,dropped_or_delisted,2015,2016,0.7125,6506,15592,font_heading,font_heading
019925,BR Properties S.A.,dropped_or_delisted,2016,2017,0.9247,15592,12223,font_heading,font_heading
019925,BR Properties S.A.,dropped_or_delisted,2017,2018,0.6725,12223,11005,font_heading,font_heading
019925,BR Properties S.A.,dropped_or_delisted,2018,2019,0.9663,11005,11809,font_heading,font_heading
019925,BR Properties S.A.,dropped_or_delisted,2019,2020,0.8949,11809,12403,font_heading,font_heading
019925,BR Properties S.A.,dropped_or_delisted,2020,2021,0.9758,12403,14446,font_heading,font_heading
019925,BR Properties S.A.,dropped_or_delisted,2021,2022,0.5113,14446,7339,font_heading,font_heading
019992,TOTVS,stayed,2015,2016,0.9131,6249,6499,font_heading,font_heading
019992,TOTVS,stayed,2016,2017,0.8754,6499,6265,font_heading,font_heading
019992,TOTVS,stayed,2017,2018,0.9328,6265,5505,font_heading,font_heading
019992,TOTVS,stayed,2018,2019,0.8803,5505,5432,font_heading,font_heading
019992,TOTVS,stayed,2019,2020,0.2001,5432,3835,font_heading,regex_only
019992,TOTVS,stayed,2020,2021,0.2903,3835,2439,regex_only,font_heading
019992,TOTVS,stayed,2021,2022,0.8614,2439,2561,font_heading,font_heading
019992,TOTVS,stayed,2022,2023,0.9277,2561,2132,font_heading,font_heading
019992,TOTVS,stayed,2023,2024,0.8773,2132,2914,font_heading,font_heading
020010,EQUATORIAL,stayed,2015,2016,0.3088,2225,11692,font_heading,font_heading
020010,EQUATORIAL,stayed,2016,2017,0.9076,11692,14847,font_heading,font_heading
020010,EQUATORIAL,stayed,2017,2018,0.9185,14847,20180,font_heading,font_heading
020010,EQUATORIAL,stayed,2018,2020,0.4116,20180,8046,font_heading,font_heading
020010,EQUATORIAL,stayed,2020,2021,0.6737,8046,10833,font_heading,font_heading
020010,EQUATORIAL,stayed,2021,2022,0.3111,10833,2725,font_heading,font_heading
020010,EQUATORIAL,stayed,2022,2024,0.2235,2725,7485,font_heading,regex_only
020087,EMBRAER,stayed,2016,2017,0.9687,8126,8610,font_heading,font_heading
020087,EMBRAER,stayed,2017,2019,0.1283,8610,14862,font_heading,regex_only
020087,EMBRAER,stayed,2019,2021,0.1057,14862,18619,regex_only,regex_only
020087,EMBRAER,stayed,2021,2023,0.0875,18619,5696,regex_only,font_heading
020087,EMBRAER,stayed,2023,2024,0.6579,5696,4372,font_heading,font_heading
020257,TAESA,stayed,2015,2017,0.6821,17590,11617,font_heading,font_heading
020257,TAESA,stayed,2017,2018,0.2487,11617,62673,font_heading,font_heading
020257,TAESA,stayed,2018,2019,0.2455,62673,2580,font_heading,font_heading
020257,TAESA,stayed,2019,2020,0.1988,2580,10742,font_heading,regex_only
020257,TAESA,stayed,2020,2021,0.0347,10742,2365,regex_only,regex_only
020257,TAESA,stayed,2021,2022,0.0771,2365,83109,regex_only,font_heading
020257,TAESA,stayed,2022,2023,0.5005,83109,12343,font_heading,font_heading
020257,TAESA,stayed,2023,2024,0.5553,12343,84843,font_heading,font_heading
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2015,2016,0.9349,10028,11128,regex_only,regex_only
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2016,2017,0.2095,11128,6002,regex_only,regex_only
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2017,2018,0.0404,6002,5713,regex_only,regex_only
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2018,2019,0.0539,5713,6062,regex_only,regex_only
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2019,2020,0.0014,6062,140,regex_only,regex_only
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2020,2021,0.04,140,5757,regex_only,font_heading
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2021,2022,0.112,5757,116,font_heading,font_heading
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2022,2023,0.1788,116,5059,font_heading,font_heading
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2015,2016,0.5326,2925,14388,font_heading,font_heading
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2016,2017,0.8328,14388,12479,font_heading,font_heading
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2017,2018,0.0933,12479,1862,font_heading,regex_only
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2018,2019,0.8291,1862,2566,regex_only,regex_only
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2019,2020,0.4897,2566,5103,regex_only,regex_only
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2020,2021,0.4587,5103,1127,regex_only,regex_only
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2021,2022,0.4159,1127,2405,regex_only,regex_only
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2022,2023,0.2743,2405,3332,regex_only,regex_only
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2023,2024,0.2352,3332,2258,regex_only,regex_only
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2015,2016,0.9731,23831,22208,font_heading,font_heading
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2016,2017,0.8464,22208,18088,font_heading,font_heading
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2017,2018,0.927,18088,19235,font_heading,font_heading
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2018,2020,0.214,19235,9194,font_heading,regex_only
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2020,2021,0.1119,9194,10693,regex_only,font_heading
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2021,2022,0.8202,10693,18986,font_heading,font_heading
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2022,2023,0.9824,18986,18890,font_heading,font_heading
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2023,2024,0.9335,18890,15286,font_heading,font_heading
020516,São Martinho S.A.,dropped_or_delisted,2015,2016,0.9446,4492,4593,regex_only,regex_only
020516,São Martinho S.A.,dropped_or_delisted,2016,2017,0.962,4593,4899,regex_only,regex_only
020516,São Martinho S.A.,dropped_or_delisted,2017,2018,0.9868,4899,3809,regex_only,regex_only
020516,São Martinho S.A.,dropped_or_delisted,2018,2019,0.1375,3809,4267,regex_only,font_heading
020516,São Martinho S.A.,dropped_or_delisted,2019,2020,0.1204,4267,1388,font_heading,regex_only
020516,São Martinho S.A.,dropped_or_delisted,2020,2021,0.069,1388,1615,regex_only,font_heading
020516,São Martinho S.A.,dropped_or_delisted,2021,2022,0.3674,1615,6928,font_heading,font_heading
020516,São Martinho S.A.,dropped_or_delisted,2022,2023,0.9233,6928,6211,font_heading,font_heading
020516,São Martinho S.A.,dropped_or_delisted,2023,2024,0.2473,6211,14850,font_heading,regex_only
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2015,2016,0.1488,4881,3990,font_heading,font_heading
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2016,2017,0.8291,3990,3584,font_heading,font_heading
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2017,2018,0.0118,3584,5385,font_heading,regex_only
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2018,2019,0.0135,5385,3346,regex_only,font_heading
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2019,2020,0.0267,3346,4582,font_heading,regex_only
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2020,2021,0.3935,4582,4366,regex_only,regex_only
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2021,2022,0.8667,4366,6542,regex_only,regex_only
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2022,2023,0.1019,6542,3659,regex_only,font_heading
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2023,2024,0.1699,3659,983,font_heading,font_heading
020605,JHSF Participações S.A.,dropped_or_delisted,2015,2016,0.9489,2678,2137,regex_only,regex_only
020605,JHSF Participações S.A.,dropped_or_delisted,2016,2017,0.9644,2137,1857,regex_only,regex_only
020605,JHSF Participações S.A.,dropped_or_delisted,2017,2019,0.9797,1857,2011,regex_only,regex_only
020605,JHSF Participações S.A.,dropped_or_delisted,2019,2020,0.2452,2011,1102,regex_only,regex_only
020605,JHSF Participações S.A.,dropped_or_delisted,2020,2021,0.0537,1102,266,regex_only,regex_only
020605,JHSF Participações S.A.,dropped_or_delisted,2021,2022,0.0488,266,3312,regex_only,regex_only
020605,JHSF Participações S.A.,dropped_or_delisted,2022,2023,0.7901,3312,4764,regex_only,regex_only
020605,JHSF Participações S.A.,dropped_or_delisted,2023,2024,0.043,4764,394,regex_only,regex_only
020745,SLC AGRICOLA,stayed,2020,2021,0.9373,7972,6226,font_heading,font_heading
020745,SLC AGRICOLA,stayed,2021,2022,0.8416,6226,4527,font_heading,font_heading
020745,SLC AGRICOLA,stayed,2022,2023,0.7277,4527,4229,font_heading,font_heading
020745,SLC AGRICOLA,stayed,2023,2024,0.5878,4229,12758,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2015,2016,0.9928,1160,1169,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2016,2017,0.9956,1169,1170,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2017,2018,0.9933,1170,1144,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2018,2019,0.938,1144,1276,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2019,2021,0.9072,1276,1276,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2021,2022,0.6849,1276,3322,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2022,2023,0.9762,3322,3631,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2023,2024,0.8848,3631,4384,font_heading,font_heading
020788,MARFRIG,stayed,2015,2016,0.9705,16520,20447,font_heading,font_heading
020788,MARFRIG,stayed,2016,2017,0.0613,20447,117,font_heading,font_heading
020788,MARFRIG,stayed,2017,2019,1.0,117,117,font_heading,font_heading
020788,MARFRIG,stayed,2019,2020,1.0,117,117,font_heading,font_heading
020788,MARFRIG,stayed,2020,2021,0.1905,117,7719,font_heading,font_heading
020788,MARFRIG,stayed,2021,2022,0.6442,7719,8859,font_heading,font_heading
020788,MARFRIG,stayed,2022,2023,0.656,8859,9363,font_heading,font_heading
020788,MARFRIG,stayed,2023,2024,0.4985,9363,2978,font_heading,font_heading
020915,MRV,stayed,2015,2016,0.7608,5979,7654,regex_only,regex_only
020915,MRV,stayed,2016,2017,0.8,7654,5438,regex_only,regex_only
020915,MRV,stayed,2017,2018,0.6138,5438,3261,regex_only,regex_only
020915,MRV,stayed,2018,2019,0.1356,3261,12970,regex_only,regex_only
020915,MRV,stayed,2019,2021,0.1609,12970,19037,regex_only,font_heading
020915,MRV,stayed,2021,2022,0.7926,19037,21706,font_heading,font_heading
020915,MRV,stayed,2022,2023,0.9789,21706,22888,font_heading,font_heading
020915,MRV,stayed,2023,2024,0.9719,22888,21203,font_heading,font_heading
020931,MINERVA,stayed,2015,2016,0.9678,661,718,regex_only,regex_only
020931,MINERVA,stayed,2016,2017,0.0552,718,5027,regex_only,font_heading
020931,MINERVA,stayed,2017,2018,0.0233,5027,1152,font_heading,regex_only
020931,MINERVA,stayed,2018,2019,0.0487,1152,4213,regex_only,font_heading
020931,MINERVA,stayed,2019,2020,0.0442,4213,1667,font_heading,regex_only
020931,MINERVA,stayed,2020,2021,0.0752,1667,19117,regex_only,font_heading
020931,MINERVA,stayed,2021,2022,0.9715,19117,20738,font_heading,font_heading
020931,MINERVA,stayed,2022,2023,0.9771,20738,22809,font_heading,font_heading
020931,MINERVA,stayed,2023,2024,0.9635,22809,27384,font_heading,font_heading
020982,MULTIPLAN,stayed,2015,2016,0.9099,24248,20028,font_heading,font_heading
020982,MULTIPLAN,stayed,2016,2017,0.9743,20028,23411,font_heading,font_heading
020982,MULTIPLAN,stayed,2017,2018,0.8968,23411,28237,font_heading,font_heading
020982,MULTIPLAN,stayed,2018,2019,0.4713,28237,116107,font_heading,font_heading
020982,MULTIPLAN,stayed,2019,2020,0.4708,116107,28421,font_heading,font_heading
020982,MULTIPLAN,stayed,2020,2021,0.9717,28421,26955,font_heading,font_heading
020982,MULTIPLAN,stayed,2021,2022,0.9533,26955,22429,font_heading,font_heading
020982,MULTIPLAN,stayed,2022,2023,0.6168,22429,51456,font_heading,font_heading
020982,MULTIPLAN,stayed,2023,2024,0.8632,51456,42626,font_heading,font_heading
020990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2015,2016,0.7636,12599,19484,regex_only,regex_only
020990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2016,2017,0.6305,19484,9601,regex_only,regex_only
