cd_cvm,name,group,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,diagnostic_prev,diagnostic_curr,cosine_similarity_expanding
17329,ENGIE BRASIL,stayed,2021,2022,0.1051,25142,244,font_heading,font_heading,0.1043
17329,ENGIE BRASIL,stayed,2022,2023,0.0664,244,382,font_heading,font_heading,0.0666
17329,ENGIE BRASIL,stayed,2023,2024,0.4075,382,1127,font_heading,font_heading,0.4072
17450,RUMO S.A.,stayed,2015,2016,0.2742,3870,7952,font_heading,font_heading,0.2787
17450,RUMO S.A.,stayed,2016,2017,0.2315,7952,2860,font_heading,font_heading,0.241
17450,RUMO S.A.,stayed,2017,2018,0.1468,2860,8182,font_heading,font_heading,0.1458
17450,RUMO S.A.,stayed,2018,2019,0.1648,8182,3119,font_heading,font_heading,0.1661
17450,RUMO S.A.,stayed,2019,2020,0.0909,3119,5555,font_heading,font_heading,0.0927
17450,RUMO S.A.,stayed,2020,2021,0.1019,5555,6332,font_heading,regex_only,0.1034
17450,RUMO S.A.,stayed,2021,2022,0.9952,6332,6541,regex_only,regex_only,0.9952
17450,RUMO S.A.,stayed,2022,2023,0.1638,6541,35683,regex_only,font_heading,0.1678
17450,RUMO S.A.,stayed,2023,2024,0.9701,35683,38856,font_heading,font_heading,0.9701
17671,TELEF BRASIL,stayed,2015,2016,0.7692,28026,17162,font_heading,font_heading,0.7662
17671,TELEF BRASIL,stayed,2016,2017,0.6709,17162,8175,font_heading,font_heading,0.6755
17671,TELEF BRASIL,stayed,2017,2018,0.9235,8175,10249,font_heading,font_heading,0.9231
17671,TELEF BRASIL,stayed,2018,2019,0.7411,10249,7547,font_heading,font_heading,0.7424
17671,TELEF BRASIL,stayed,2019,2020,0.8655,7547,12121,font_heading,font_heading,0.8707
17671,TELEF BRASIL,stayed,2020,2021,0.7418,12121,6982,font_heading,font_heading,0.7521
17671,TELEF BRASIL,stayed,2021,2022,0.1651,6982,5949,font_heading,regex_only,0.1699
17671,TELEF BRASIL,stayed,2022,2023,0.224,5949,15075,regex_only,font_heading,0.2254
17671,TELEF BRASIL,stayed,2023,2024,0.8232,15075,18193,font_heading,font_heading,0.8232
17892,Santos Brasil Participações S.A.,dropped_or_delisted,2015,2016,0.8233,4688,6844,font_heading,font_heading,0.8221
17892,Santos Brasil Participações S.A.,dropped_or_delisted,2016,2017,0.8603,6844,6053,font_heading,font_heading,0.8728
17892,Santos Brasil Participações S.A.,dropped_or_delisted,2017,2018,0.653,6053,6202,font_heading,font_heading,0.6381
17892,Santos Brasil Participações S.A.,dropped_or_delisted,2018,2019,0.839,6202,8711,font_heading,font_heading,0.8442
17892,Santos Brasil Participações S.A.,dropped_or_delisted,2019,2020,0.8436,8711,7312,font_heading,font_heading,0.8382
17892,Santos Brasil Participações S.A.,dropped_or_delisted,2020,2021,0.9561,7312,7143,font_heading,font_heading,0.9567
17892,Santos Brasil Participações S.A.,dropped_or_delisted,2021,2022,0.9587,7143,7046,font_heading,font_heading,0.9593
17892,Santos Brasil Participações S.A.,dropped_or_delisted,2022,2023,0.8345,7046,5564,font_heading,font_heading,0.8375
17892,Santos Brasil Participações S.A.,dropped_or_delisted,2023,2024,0.8663,5564,7757,font_heading,font_heading,0.8662
17914,Massa Falida da MMX Mineração e Metálicos S.A.,dropped_or_delisted,2015,2016,0.0338,1008,296,font_heading,font_heading,0.0311
17914,Massa Falida da MMX Mineração e Metálicos S.A.,dropped_or_delisted,2016,2018,0.3919,296,355,font_heading,font_heading,0.4008
17914,Massa Falida da MMX Mineração e Metálicos S.A.,dropped_or_delisted,2018,2019,0.1212,355,45386,font_heading,font_heading,0.1253
17914,Massa Falida da MMX Mineração e Metálicos S.A.,dropped_or_delisted,2019,2020,0.4338,45386,1405,font_heading,regex_only,0.4155
17973,COGNA ON,stayed,2015,2016,0.8392,4975,3968,font_heading,font_heading,0.8493
17973,COGNA ON,stayed,2016,2017,0.9773,3968,3638,font_heading,font_heading,0.9775
17973,COGNA ON,stayed,2017,2018,0.4502,3638,4416,font_heading,font_heading,0.4491
17973,COGNA ON,stayed,2018,2019,0.1491,4416,2791,font_heading,regex_only,0.1605
17973,COGNA ON,stayed,2019,2020,0.2477,2791,2263,regex_only,regex_only,0.3019
17973,COGNA ON,stayed,2020,2021,0.1411,2263,7109,regex_only,regex_only,0.1437
17973,COGNA ON,stayed,2021,2022,0.164,7109,1844,regex_only,regex_only,0.1673
17973,COGNA ON,stayed,2022,2023,0.1618,1844,6288,regex_only,regex_only,0.1621
17973,COGNA ON,stayed,2023,2024,0.2334,6288,7370,regex_only,font_heading,0.2336
18376,ISA ENERGIA,stayed,2015,2016,0.9762,11348,12544,font_heading,font_heading,0.9737
18376,ISA ENERGIA,stayed,2016,2017,0.8812,12544,19250,font_heading,font_heading,0.8811
18376,ISA ENERGIA,stayed,2017,2018,0.7116,19250,15529,font_heading,font_heading,0.7317
18376,ISA ENERGIA,stayed,2018,2019,0.1163,15529,13122,font_heading,regex_only,0.12
18376,ISA ENERGIA,stayed,2019,2020,0.0245,13122,101,regex_only,font_heading,0.0251
18376,ISA ENERGIA,stayed,2020,2021,0.0921,101,17697,font_heading,font_heading,0.0944
18376,ISA ENERGIA,stayed,2021,2022,0.0635,17697,137,font_heading,font_heading,0.0639
18376,ISA ENERGIA,stayed,2022,2023,0.0409,137,8302,font_heading,regex_only,0.0404
18376,ISA ENERGIA,stayed,2023,2024,0.0409,8302,137,regex_only,font_heading,0.0409
18465,ULTRAPAR,stayed,2015,2016,0.9473,16113,18070,font_heading,font_heading,0.9498
18465,ULTRAPAR,stayed,2016,2017,0.925,18070,21145,font_heading,font_heading,0.9252
18465,ULTRAPAR,stayed,2017,2018,0.9207,21145,22697,font_heading,font_heading,0.9237
18465,ULTRAPAR,stayed,2018,2019,0.3152,22697,7980,font_heading,regex_only,0.3221
18465,ULTRAPAR,stayed,2019,2020,0.2094,7980,7765,regex_only,font_heading,0.2046
18465,ULTRAPAR,stayed,2020,2022,0.707,7765,15272,font_heading,font_heading,0.707
18465,ULTRAPAR,stayed,2022,2023,0.5077,15272,3756,font_heading,font_heading,0.5097
18465,ULTRAPAR,stayed,2023,2024,0.2805,3756,1063,font_heading,font_heading,0.2805
18627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2015,2016,0.7814,29849,36790,regex_only,regex_only,0.8058
18627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2016,2017,0.8124,36790,18979,regex_only,regex_only,0.8181
18627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2017,2018,0.3699,18979,9747,regex_only,regex_only,0.3809
18627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2018,2019,0.392,9747,12165,regex_only,regex_only,0.4179
18627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2019,2020,0.8212,12165,14409,regex_only,regex_only,0.8231
18627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2020,2021,0.1299,14409,19434,regex_only,font_heading,0.135
18627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2021,2022,0.9868,19434,20248,font_heading,font_heading,0.987
18627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2022,2023,0.9923,20248,19989,font_heading,font_heading,0.9928
18627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2023,2024,0.8452,19989,16772,font_heading,font_heading,0.845
18660,CPFL ENERGIA,stayed,2015,2016,0.9124,4678,4904,font_heading,font_heading,0.9207
18660,CPFL ENERGIA,stayed,2016,2017,0.4947,4904,19138,font_heading,font_heading,0.4868
18660,CPFL ENERGIA,stayed,2017,2018,0.5767,19138,10117,font_heading,font_heading,0.577
18660,CPFL ENERGIA,stayed,2018,2019,0.9015,10117,7733,font_heading,font_heading,0.9034
18660,CPFL ENERGIA,stayed,2019,2020,0.927,7733,7737,font_heading,font_heading,0.9278
18660,CPFL ENERGIA,stayed,2020,2021,0.5958,7737,1691,font_heading,font_heading,0.6029
18660,CPFL ENERGIA,stayed,2021,2022,0.6389,1691,9052,font_heading,font_heading,0.6418
18660,CPFL ENERGIA,stayed,2022,2023,0.9726,9052,8482,font_heading,font_heading,0.9726
18660,CPFL ENERGIA,stayed,2023,2024,0.4554,8482,4118,font_heading,font_heading,0.4555
18724,BRADESPAR,stayed,2015,2016,0.4702,11722,43152,regex_only,font_heading,0.4923
18724,BRADESPAR,stayed,2016,2017,0.9152,43152,58200,font_heading,font_heading,0.924
18724,BRADESPAR,stayed,2017,2018,0.8307,58200,63961,font_heading,font_heading,0.8507
18724,BRADESPAR,stayed,2018,2019,0.4,63961,2393,font_heading,font_heading,0.4029
18724,BRADESPAR,stayed,2019,2020,0.8759,2393,2468,font_heading,font_heading,0.8774
18724,BRADESPAR,stayed,2020,2021,0.1162,2468,24268,font_heading,regex_only,0.1171
18821,MOTIVA SA,stayed,2015,2016,0.9298,9423,13449,font_heading,font_heading,0.9374
18821,MOTIVA SA,stayed,2016,2017,0.9204,13449,11710,font_heading,font_heading,0.9307
18821,MOTIVA SA,stayed,2017,2018,0.9447,11710,9348,font_heading,font_heading,0.9486
18821,MOTIVA SA,stayed,2018,2019,0.3003,9348,4644,font_heading,font_heading,0.366
18821,MOTIVA SA,stayed,2019,2020,0.5728,4644,31458,font_heading,font_heading,0.5733
18821,MOTIVA SA,stayed,2020,2021,0.8276,31458,54787,font_heading,font_heading,0.827
18821,MOTIVA SA,stayed,2021,2022,0.6759,54787,13867,font_heading,font_heading,0.6767
18821,MOTIVA SA,stayed,2022,2023,0.939,13867,12155,font_heading,font_heading,0.9389
18821,MOTIVA SA,stayed,2023,2024,0.0574,12155,2349,font_heading,regex_only,0.0573
19445,COPASA,stayed,2015,2016,0.8357,16283,10847,font_heading,font_heading,0.8479
19445,COPASA,stayed,2016,2017,0.7504,10847,8160,font_heading,font_heading,0.7576
19445,COPASA,stayed,2017,2018,0.791,8160,11609,font_heading,font_heading,0.7936
19445,COPASA,stayed,2018,2019,0.128,11609,2137,font_heading,font_heading,0.1331
19445,COPASA,stayed,2019,2020,0.9377,2137,1778,font_heading,font_heading,0.9353
19445,COPASA,stayed,2020,2021,0.1754,1778,11512,font_heading,font_heading,0.1782
19445,COPASA,stayed,2021,2022,0.8162,11512,8878,font_heading,font_heading,0.8158
19445,COPASA,stayed,2022,2023,0.2128,8878,1971,font_heading,font_heading,0.2168
19445,COPASA,stayed,2023,2024,0.1879,1971,9557,font_heading,font_heading,0.1878
19453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2015,2016,0.9329,15235,14580,font_heading,font_heading,0.9315
19453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2016,2017,0.482,14580,25398,font_heading,font_heading,0.4975
19453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2017,2018,0.8879,25398,30686,font_heading,font_heading,0.8864
19453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2018,2019,0.9842,30686,36829,font_heading,font_heading,0.9848
19453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2019,2020,0.3809,36829,8710,font_heading,font_heading,0.3835
19453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2020,2021,0.3318,8710,23998,font_heading,regex_only,0.335
19453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2021,2022,0.2191,23998,13937,regex_only,font_heading,0.2206
19453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2022,2023,0.7688,13937,9155,font_heading,font_heading,0.7696
19453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2023,2024,0.3764,9155,10653,font_heading,font_heading,0.3761
19550,NATURA,stayed,2015,2016,0.4103,9237,5875,font_heading,regex_only,0.4309
19550,NATURA,stayed,2016,2017,0.4155,5875,15583,regex_only,font_heading,0.4292
19550,NATURA,stayed,2017,2018,0.0904,15583,357,font_heading,font_heading,0.0865
19550,NATURA,stayed,2018,2019,0.1401,357,128,font_heading,font_heading,0.1424
19550,NATURA,stayed,2019,2020,1.0,128,189,font_heading,font_heading,1.0
19550,NATURA,stayed,2020,2021,1.0,189,177,font_heading,font_heading,1.0
19550,NATURA,stayed,2021,2022,1.0,177,177,font_heading,font_heading,1.0
19550,NATURA,stayed,2022,2024,1.0,177,171,font_heading,font_heading,1.0
19569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2015,2016,0.8184,12418,6087,font_heading,font_heading,0.824
19569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2016,2017,0.8744,6087,15564,font_heading,font_heading,0.8708
19569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2017,2018,0.8767,15564,15388,font_heading,font_heading,0.8835
19569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2018,2019,0.7721,15388,13222,font_heading,font_heading,0.8223
19569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2019,2020,0.6834,13222,17146,font_heading,font_heading,0.6956
19569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2020,2021,0.843,17146,14631,font_heading,font_heading,0.8411
19569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2021,2022,0.8924,14631,15643,font_heading,font_heading,0.891
19569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2022,2023,0.1755,15643,868,font_heading,font_heading,0.1721
19569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2023,2024,0.0259,868,382,font_heading,font_heading,0.0259
19623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2015,2016,0.9359,14621,15689,font_heading,font_heading,0.9486
19623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2016,2017,0.5718,15689,7299,font_heading,font_heading,0.5726
19623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2017,2018,0.7454,7299,4634,font_heading,font_heading,0.7596
19623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2018,2019,0.8994,4634,3530,font_heading,font_heading,0.9077
19623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2019,2020,0.9084,3530,5414,font_heading,font_heading,0.9164
19623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2020,2021,0.7251,5414,9547,font_heading,font_heading,0.7221
19623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2021,2022,0.8289,9547,5936,font_heading,font_heading,0.8308
19623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2022,2023,0.4304,5936,1547,font_heading,font_heading,0.4301
19623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2023,2024,0.2539,1547,10077,font_heading,font_heading,0.254
19739,LOCALIZA,stayed,2015,2016,0.1449,23783,830,regex_only,font_heading,0.1482
19739,LOCALIZA,stayed,2016,2017,0.8097,830,439,font_heading,font_heading,0.8023
19739,LOCALIZA,stayed,2017,2018,0.6085,439,1012,font_heading,font_heading,0.6249
19739,LOCALIZA,stayed,2018,2019,0.9875,1012,1108,font_heading,font_heading,0.9876
19739,LOCALIZA,stayed,2019,2020,0.7844,1108,10470,font_heading,font_heading,0.7821
19739,LOCALIZA,stayed,2020,2021,0.9816,10470,11718,font_heading,font_heading,0.9817
19739,LOCALIZA,stayed,2021,2022,0.7651,11718,22520,font_heading,font_heading,0.7539
19739,LOCALIZA,stayed,2022,2023,0.9444,22520,24362,font_heading,font_heading,0.9438
19739,LOCALIZA,stayed,2023,2024,0.9533,24362,27006,font_heading,font_heading,0.9527
19763,EDP Energias do Brasil S/A,dropped_or_delisted,2015,2016,0.9217,687,707,font_heading,font_heading,0.934
19763,EDP Energias do Brasil S/A,dropped_or_delisted,2016,2017,0.9866,707,709,font_heading,font_heading,0.9872
19763,EDP Energias do Brasil S/A,dropped_or_delisted,2017,2018,0.0035,709,904,font_heading,font_heading,0.0038
19763,EDP Energias do Brasil S/A,dropped_or_delisted,2018,2019,0.0035,904,776,font_heading,font_heading,0.0035
19763,EDP Energias do Brasil S/A,dropped_or_delisted,2019,2020,1.0,776,756,font_heading,font_heading,1.0
19763,EDP Energias do Brasil S/A,dropped_or_delisted,2020,2021,0.9374,756,872,font_heading,font_heading,0.934
19763,EDP Energias do Brasil S/A,dropped_or_delisted,2021,2022,1.0,872,790,font_heading,font_heading,1.0
19763,EDP Energias do Brasil S/A,dropped_or_delisted,2022,2023,0.9374,790,765,font_heading,font_heading,0.9356
19763,EDP Energias do Brasil S/A,dropped_or_delisted,2023,2024,0.9241,765,643,font_heading,font_heading,0.924
19836,COSAN,stayed,2015,2016,0.4037,43724,11221,font_heading,font_heading,0.3887
19836,COSAN,stayed,2016,2017,0.1314,11221,2447,font_heading,font_heading,0.1598
19836,COSAN,stayed,2017,2018,0.0388,2447,4903,font_heading,font_heading,0.0498
19836,COSAN,stayed,2018,2019,0.8055,4903,4560,font_heading,font_heading,0.8008
19836,COSAN,stayed,2019,2020,0.6413,4560,10620,font_heading,font_heading,0.6328
19836,COSAN,stayed,2020,2021,0.7974,10620,12354,font_heading,font_heading,0.7999
19836,COSAN,stayed,2021,2022,0.7305,12354,10560,font_heading,font_heading,0.7298
19836,COSAN,stayed,2022,2023,0.5765,10560,15390,font_heading,font_heading,0.5763
19836,COSAN,stayed,2023,2024,0.1241,15390,1530,font_heading,font_heading,0.1242
19879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2017,2018,0.3836,14242,30379,regex_only,font_heading,0.4462
19879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2018,2019,0.9943,30379,27401,font_heading,font_heading,0.9949
19879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2019,2021,0.9637,27401,2874,font_heading,font_heading,0.9646
19879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2021,2022,0.9177,2874,16761,font_heading,font_heading,0.92
19879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2022,2023,0.8953,16761,7503,font_heading,font_heading,0.8957
19879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2023,2024,0.7616,7503,16450,font_heading,font_heading,0.7622
19909,BR Malls Participações S.A.,dropped_or_delisted,2015,2016,0.1126,168,137,font_heading,font_heading,0.1407
19909,BR Malls Participações S.A.,dropped_or_delisted,2016,2017,0.1126,137,168,font_heading,font_heading,0.1315
19909,BR Malls Participações S.A.,dropped_or_delisted,2017,2019,0.0436,168,991,font_heading,font_heading,0.0503
19909,BR Malls Participações S.A.,dropped_or_delisted,2019,2020,0.3758,991,1505,font_heading,font_heading,0.3834
19909,BR Malls Participações S.A.,dropped_or_delisted,2020,2021,0.1412,1505,5319,font_heading,font_heading,0.1442
19909,BR Malls Participações S.A.,dropped_or_delisted,2021,2022,0.8106,5319,5606,font_heading,font_heading,0.8101
19909,BR Malls Participações S.A.,dropped_or_delisted,2022,2023,0.8162,5606,4244,font_heading,font_heading,0.8181
19909,BR Malls Participações S.A.,dropped_or_delisted,2023,2024,0.3252,4244,6967,font_heading,font_heading,0.325
19925,BR Properties S.A.,dropped_or_delisted,2015,2016,0.7125,6506,15592,font_heading,font_heading,0.7474
19925,BR Properties S.A.,dropped_or_delisted,2016,2017,0.9247,15592,12223,font_heading,font_heading,0.93
19925,BR Properties S.A.,dropped_or_delisted,2017,2018,0.6725,12223,11005,font_heading,font_heading,0.6767
19925,BR Properties S.A.,dropped_or_delisted,2018,2019,0.9663,11005,11809,font_heading,font_heading,0.9689
19925,BR Properties S.A.,dropped_or_delisted,2019,2020,0.8949,11809,12403,font_heading,font_heading,0.8922
19925,BR Properties S.A.,dropped_or_delisted,2020,2021,0.9758,12403,14446,font_heading,font_heading,0.976
19925,BR Properties S.A.,dropped_or_delisted,2021,2022,0.5113,14446,7339,font_heading,font_heading,0.5164
19992,TOTVS,stayed,2015,2016,0.9131,6249,6499,font_heading,font_heading,0.9095
19992,TOTVS,stayed,2016,2017,0.8754,6499,6265,font_heading,font_heading,0.8797
19992,TOTVS,stayed,2017,2018,0.9328,6265,5505,font_heading,font_heading,0.9397
19992,TOTVS,stayed,2018,2019,0.8803,5505,5432,font_heading,font_heading,0.8803
19992,TOTVS,stayed,2019,2020,0.2001,5432,3835,font_heading,regex_only,0.2124
19992,TOTVS,stayed,2020,2021,0.2903,3835,2439,regex_only,font_heading,0.3003
19992,TOTVS,stayed,2021,2022,0.8614,2439,2561,font_heading,font_heading,0.8721
19992,TOTVS,stayed,2022,2023,0.9277,2561,2132,font_heading,font_heading,0.9283
19992,TOTVS,stayed,2023,2024,0.8773,2132,2914,font_heading,font_heading,0.8773
20010,EQUATORIAL,stayed,2015,2016,0.3088,2225,11692,font_heading,font_heading,0.3462
20010,EQUATORIAL,stayed,2016,2017,0.9076,11692,14847,font_heading,font_heading,0.9055
20010,EQUATORIAL,stayed,2017,2018,0.9185,14847,20180,font_heading,font_heading,0.9217
20010,EQUATORIAL,stayed,2018,2020,0.4116,20180,8046,font_heading,font_heading,0.4776
20010,EQUATORIAL,stayed,2020,2021,0.6737,8046,10833,font_heading,font_heading,0.6798
20010,EQUATORIAL,stayed,2021,2022,0.3111,10833,2725,font_heading,font_heading,0.3101
20010,EQUATORIAL,stayed,2022,2024,0.2235,2725,7485,font_heading,regex_only,0.2236
20087,EMBRAER,stayed,2016,2017,0.9687,8126,8610,font_heading,font_heading,0.9691
20087,EMBRAER,stayed,2017,2019,0.1283,8610,14862,font_heading,regex_only,0.1297
20087,EMBRAER,stayed,2019,2021,0.1057,14862,18619,regex_only,regex_only,0.1087
20087,EMBRAER,stayed,2021,2023,0.0875,18619,5696,regex_only,font_heading,0.0871
20087,EMBRAER,stayed,2023,2024,0.6579,5696,4372,font_heading,font_heading,0.6576
20257,TAESA,stayed,2015,2017,0.6821,17590,11617,font_heading,font_heading,0.6833
20257,TAESA,stayed,2017,2018,0.2487,11617,62673,font_heading,font_heading,0.2624
20257,TAESA,stayed,2018,2019,0.2455,62673,2580,font_heading,font_heading,0.2577
20257,TAESA,stayed,2019,2020,0.1988,2580,10742,font_heading,regex_only,0.2023
20257,TAESA,stayed,2020,2021,0.0347,10742,2365,regex_only,regex_only,0.0372
20257,TAESA,stayed,2021,2022,0.0771,2365,83109,regex_only,font_heading,0.079
20257,TAESA,stayed,2022,2023,0.5005,83109,12343,font_heading,font_heading,0.5048
20257,TAESA,stayed,2023,2024,0.5553,12343,84843,font_heading,font_heading,0.5553
20362,Positivo Tecnologia S.A.,dropped_or_delisted,2015,2016,0.9349,10028,11128,regex_only,regex_only,0.9383
20362,Positivo Tecnologia S.A.,dropped_or_delisted,2016,2017,0.2095,11128,6002,regex_only,regex_only,0.2101
20362,Positivo Tecnologia S.A.,dropped_or_delisted,2017,2018,0.0404,6002,5713,regex_only,regex_only,0.044
20362,Positivo Tecnologia S.A.,dropped_or_delisted,2018,2019,0.0539,5713,6062,regex_only,regex_only,0.0574
20362,Positivo Tecnologia S.A.,dropped_or_delisted,2019,2020,0.0014,6062,140,regex_only,regex_only,0.0014
20362,Positivo Tecnologia S.A.,dropped_or_delisted,2020,2021,0.04,140,5757,regex_only,font_heading,0.0406
20362,Positivo Tecnologia S.A.,dropped_or_delisted,2021,2022,0.112,5757,116,font_heading,font_heading,0.114
20362,Positivo Tecnologia S.A.,dropped_or_delisted,2022,2023,0.1788,116,5059,font_heading,font_heading,0.1803
20478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2015,2016,0.5326,2925,14388,font_heading,font_heading,0.5487
20478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2016,2017,0.8328,14388,12479,font_heading,font_heading,0.8378
20478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2017,2018,0.0933,12479,1862,font_heading,regex_only,0.1006
20478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2018,2019,0.8291,1862,2566,regex_only,regex_only,0.8335
20478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2019,2020,0.4897,2566,5103,regex_only,regex_only,0.4994
20478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2020,2021,0.4587,5103,1127,regex_only,regex_only,0.4637
20478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2021,2022,0.4159,1127,2405,regex_only,regex_only,0.4246
20478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2022,2023,0.2743,2405,3332,regex_only,regex_only,0.2755
20478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2023,2024,0.2352,3332,2258,regex_only,regex_only,0.235
20494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2015,2016,0.9731,23831,22208,font_heading,font_heading,0.9736
20494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2016,2017,0.8464,22208,18088,font_heading,font_heading,0.8534
20494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2017,2018,0.927,18088,19235,font_heading,font_heading,0.9324
20494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2018,2020,0.214,19235,9194,font_heading,regex_only,0.2217
20494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2020,2021,0.1119,9194,10693,regex_only,font_heading,0.1135
20494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2021,2022,0.8202,10693,18986,font_heading,font_heading,0.8189
20494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2022,2023,0.9824,18986,18890,font_heading,font_heading,0.9827
20494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2023,2024,0.9335,18890,15286,font_heading,font_heading,0.9335
20516,São Martinho S.A.,dropped_or_delisted,2015,2016,0.9446,4492,4593,regex_only,regex_only,0.9524
20516,São Martinho S.A.,dropped_or_delisted,2016,2017,0.962,4593,4899,regex_only,regex_only,0.9628
20516,São Martinho S.A.,dropped_or_delisted,2017,2018,0.9868,4899,3809,regex_only,regex_only,0.9865
20516,São Martinho S.A.,dropped_or_delisted,2018,2019,0.1375,3809,4267,regex_only,font_heading,0.1466
20516,São Martinho S.A.,dropped_or_delisted,2019,2020,0.1204,4267,1388,font_heading,regex_only,0.1266
20516,São Martinho S.A.,dropped_or_delisted,2020,2021,0.069,1388,1615,regex_only,font_heading,0.0711
20516,São Martinho S.A.,dropped_or_delisted,2021,2022,0.3674,1615,6928,font_heading,font_heading,0.3698
20516,São Martinho S.A.,dropped_or_delisted,2022,2023,0.9233,6928,6211,font_heading,font_heading,0.924
20516,São Martinho S.A.,dropped_or_delisted,2023,2024,0.2473,6211,14850,font_heading,regex_only,0.2469
20524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2015,2016,0.1488,4881,3990,font_heading,font_heading,0.1469
20524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2016,2017,0.8291,3990,3584,font_heading,font_heading,0.8439
20524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2017,2018,0.0118,3584,5385,font_heading,regex_only,0.0124
20524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2018,2019,0.0135,5385,3346,regex_only,font_heading,0.0138
20524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2019,2020,0.0267,3346,4582,font_heading,regex_only,0.027
20524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2020,2021,0.3935,4582,4366,regex_only,regex_only,0.4
20524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2021,2022,0.8667,4366,6542,regex_only,regex_only,0.865
20524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2022,2023,0.1019,6542,3659,regex_only,font_heading,0.0997
